mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid,car_age
14.12,5000,Petrol,4,10431.53,Chevrolet,Manual,Gray,Full,0,Yes,22
17.84,3000,Petrol,3,5006.38,Toyota,Manual,Black,No Record,2,Yes,29
13.32,2000,Petrol,4,4848.0,Honda,Automatic,Gray,Full,1,Yes,19
12.08,5000,Diesel,5,6503.76,Tesla,Automatic,Gray,Full,0,Yes,28
17.58,1500,Diesel,4,3897.33,Toyota,Automatic,Black,Full,0,Yes,28
18.87,1200,Petrol,5,3204.25,Honda,Automatic,Gray,Full,2,No,30
27.97,2500,Diesel,4,5497.08,Hyundai,Automatic,Blue,Full,0,Yes,23
15.72,1000,Petrol,2,6848.02,Kia,Manual,Blue,Partial,0,Yes,9
17.75,2500,Diesel,3,7885.96,Toyota,Automatic,Red,Partial,0,Yes,3
11.75,800,Diesel,2,6062.19,Toyota,Manual,Red,Partial,1,Yes,2
21.06,5000,Petrol,3,12877.97,Honda,Automatic,Silver,Partial,0,Yes,23
19.99,1800,Diesel,2,6529.92,Ford,Automatic,Gray,Full,0,Yes,20
25.44,4000,Petrol,1,11304.1,Volkswagen,Automatic,Blue,Full,0,Yes,22
23.56,800,Petrol,4,3591.38,Ford,Automatic,Black,No Record,0,Yes,26
19.76,3000,Petrol,4,7314.22,Tesla,Manual,Gray,Full,1,No,17
15.65,4000,Petrol,1,11463.49,Kia,Manual,Red,No Record,1,No,3
19.02,4000,Diesel,1,10213.65,Nissan,Automatic,Gray,Full,0,No,28
17.44,3000,Petrol,5,9664.5,Hyundai,Manual,White,Full,0,Yes,10
22.77,1500,Diesel,2,5285.99,Volkswagen,Manual,Black,Full,0,No,26
22.13,2500,Electric,4,9867.66,Tesla,Manual,Gray,Full,0,Yes,26
16.52,800,Petrol,5,4906.2,Ford,Manual,Blue,No Record,0,No,12
10.69,2500,Petrol,4,7394.0,Chevrolet,Manual,Red,Full,1,Yes,4
24.67,2000,Petrol,1,8117.94,BMW,Automatic,Gray,Partial,0,Yes,17
20.91,1800,Petrol,5,6672.77,Tesla,Manual,Red,Full,0,Yes,5
16.4,800,Petrol,5,3810.92,Chevrolet,Manual,White,Partial,0,Yes,27
20.71,3000,Diesel,5,9544.89,Ford,Automatic,Silver,Full,0,Yes,6
18.37,5000,Petrol,2,11186.37,Chevrolet,Manual,Black,Partial,0,Yes,18
24.59,800,Diesel,5,3166.47,Kia,Automatic,Red,No Record,0,No,21
8.35,800,Petrol,4,4969.38,Kia,Manual,Silver,Full,1,Yes,6
16.01,1200,Petrol,2,4620.78,Nissan,Manual,Gray,No Record,0,Yes,13
26.0,3000,Petrol,4,6562.76,Ford,Manual,White,Full,0,Yes,23
20.82,3000,Petrol,5,5997.35,BMW,Automatic,Gray,No Record,1,No,23
26.86,2500,Petrol,5,5602.11,BMW,Manual,White,Full,1,No,24
11.89,1800,Diesel,4,3616.89,Kia,Automatic,Black,No Record,0,Yes,23
23.36,3000,Diesel,3,9082.53,Volkswagen,Automatic,Black,Full,0,Yes,17
23.06,1000,Petrol,5,7057.25,Hyundai,Automatic,Red,Partial,1,Yes,12
9.59,3000,Diesel,5,8715.19,Tesla,Manual,Red,No Record,0,No,2
16.52,1000,Petrol,2,3728.53,Hyundai,Manual,Black,No Record,0,Yes,25
17.47,5000,Petrol,4,9252.15,Kia,Manual,Black,Full,0,Yes,30
9.9,1800,Diesel,5,5386.88,Kia,Manual,Gray,Full,0,Yes,8
16.63,1500,Electric,4,6129.93,BMW,Automatic,Red,Partial,1,Yes,16
22.37,800,Diesel,2,4731.22,Nissan,Manual,Gray,Partial,0,Yes,30
16.05,1800,Petrol,4,5689.92,Nissan,Manual,Red,Partial,0,No,6
19.21,2500,Electric,4,10238.08,Hyundai,Automatic,Red,No Record,0,Yes,14
19.25,800,Diesel,2,2362.05,BMW,Manual,White,Full,1,Yes,30
17.94,1000,Diesel,5,2763.39,Honda,Manual,Blue,Partial,1,No,16
14.47,4000,Electric,4,12240.91,Honda,Automatic,Black,Partial,0,Yes,8
21.29,1800,Diesel,3,2019.68,Tesla,Manual,White,Full,0,Yes,29
10.06,2500,Diesel,5,4363.74,BMW,Automatic,Red,Full,0,No,17
18.04,1000,Diesel,2,6733.69,Volkswagen,Manual,Blue,Partial,1,Yes,10
24.93,2500,Petrol,1,8307.81,Kia,Automatic,Blue,Full,0,No,23
15.76,2500,Diesel,3,3969.35,Hyundai,Manual,White,Partial,0,Yes,23
14.36,2500,Petrol,5,7293.69,Chevrolet,Automatic,Silver,No Record,2,Yes,12
21.63,1800,Electric,2,11217.59,Kia,Manual,Silver,Full,0,No,24
18.82,4000,Diesel,3,11836.11,BMW,Manual,Red,Partial,1,Yes,12
21.73,1000,Diesel,5,2480.12,Nissan,Manual,Gray,Partial,1,Yes,25
18.19,1500,Petrol,1,4673.71,Volkswagen,Manual,Gray,Full,0,Yes,25
6.06,1000,Diesel,5,1000.0,Kia,Automatic,Silver,Partial,0,Yes,28
23.9,3000,Petrol,1,10243.41,Ford,Automatic,Gray,No Record,0,Yes,24
28.35,800,Diesel,1,6933.64,BMW,Manual,Red,No Record,0,Yes,12
24.42,4000,Diesel,4,7921.37,BMW,Manual,Silver,Partial,0,No,23
5.0,1800,Petrol,2,5137.68,Tesla,Automatic,White,Partial,0,Yes,21
20.26,1200,Petrol,4,6866.62,Hyundai,Automatic,Blue,Partial,0,Yes,11
15.67,1500,Diesel,1,7353.92,Tesla,Manual,Black,Partial,1,No,16
12.58,800,Petrol,2,3404.81,Tesla,Automatic,Blue,Full,1,No,16
18.61,1200,Petrol,2,8377.18,Kia,Automatic,Silver,Full,0,Yes,2
17.26,3000,Petrol,2,7682.65,Hyundai,Manual,Blue,Full,0,Yes,30
20.54,1000,Petrol,3,5967.47,Honda,Manual,Silver,Partial,0,No,11
18.28,1000,Diesel,5,3038.93,Toyota,Automatic,Red,Full,1,Yes,24
12.4,4000,Electric,1,14740.7,Chevrolet,Manual,Black,Partial,0,Yes,4
15.12,1800,Diesel,2,4344.27,Nissan,Automatic,Red,Full,0,No,27
14.31,1800,Petrol,3,8220.54,Nissan,Manual,Black,Partial,0,Yes,2
9.42,800,Diesel,3,3119.32,Chevrolet,Manual,Red,Partial,0,Yes,25
11.14,2000,Diesel,1,9389.75,Honda,Manual,Gray,Partial,0,No,6
16.94,3000,Diesel,4,5128.11,Ford,Manual,Red,Partial,1,Yes,30
25.12,2000,Petrol,3,9431.6,Tesla,Automatic,Blue,No Record,0,Yes,2
15.32,2500,Petrol,1,5834.13,BMW,Automatic,Black,No Record,3,Yes,26
14.21,1500,Diesel,3,8583.55,Hyundai,Automatic,Blue,Partial,0,Yes,4
12.09,1000,Petrol,1,5969.14,Chevrolet,Manual,Red,Full,0,No,8
18.15,800,Diesel,2,2930.11,Tesla,Manual,Blue,Full,0,No,30
23.9,2000,Diesel,4,5047.06,Toyota,Manual,Silver,Full,0,Yes,27
28.01,4000,Petrol,3,11870.35,Chevrolet,Automatic,Gray,Partial,2,Yes,9
19.43,5000,Diesel,3,7633.35,Ford,Automatic,Red,Partial,0,Yes,29
18.7,1800,Petrol,3,5989.99,Hyundai,Automatic,Silver,Partial,0,Yes,21
15.28,1000,Petrol,5,2528.46,Toyota,Automatic,Gray,Full,0,Yes,26
16.12,800,Petrol,5,5342.13,Ford,Manual,Red,Full,1,Yes,4
21.15,1200,Petrol,2,5697.44,Hyundai,Manual,Silver,Partial,0,Yes,21
16.43,1500,Petrol,3,3316.45,Toyota,Manual,Gray,Full,0,No,30
17.19,2500,Petrol,4,6174.75,Honda,Manual,Silver,Full,1,Yes,9
17.87,4000,Petrol,5,8139.12,Ford,Manual,Red,Full,1,No,25
15.05,3000,Petrol,1,6803.35,Tesla,Automatic,Silver,Partial,0,Yes,18
17.63,4000,Diesel,1,9494.49,Hyundai,Manual,Black,Partial,0,Yes,16
7.9,2500,Petrol,1,6497.98,Hyundai,Manual,Silver,Full,0,No,27
20.74,5000,Petrol,2,10086.7,Ford,Manual,Red,Full,2,Yes,18
29.76,3000,Petrol,3,10512.96,Volkswagen,Manual,Gray,Partial,0,Yes,7
15.24,3000,Petrol,3,10142.25,Volkswagen,Automatic,Black,No Record,0,Yes,11
19.87,800,Electric,5,8256.77,Honda,Automatic,Black,No Record,0,No,7
22.26,4000,Diesel,1,9543.32,Tesla,Manual,Black,Full,0,Yes,16
24.4,1000,Diesel,2,9030.49,Toyota,Manual,Blue,Full,1,Yes,2
16.68,2500,Petrol,4,5901.09,Hyundai,Manual,Black,Partial,2,No,23
8.98,5000,Diesel,3,8449.52,Chevrolet,Automatic,Gray,Full,1,Yes,26
19.34,5000,Electric,3,14131.31,Tesla,Automatic,Blue,Full,1,Yes,2
18.64,1800,Petrol,2,7993.83,Tesla,Manual,Gray,Partial,0,Yes,16
16.27,1500,Diesel,5,4572.19,Kia,Manual,White,Full,1,Yes,27
17.33,800,Diesel,2,4555.31,Chevrolet,Manual,Gray,Full,2,Yes,19
18.72,800,Electric,5,5733.46,BMW,Automatic,Silver,Partial,0,No,18
19.81,1200,Petrol,3,4010.49,Nissan,Manual,Blue,Partial,0,Yes,29
19.6,800,Diesel,5,6147.19,Chevrolet,Automatic,Red,Partial,0,Yes,4
16.91,3000,Petrol,5,8011.81,Chevrolet,Manual,Black,No Record,0,Yes,12
19.92,1200,Electric,5,8050.55,Volkswagen,Manual,Gray,Full,0,Yes,12
16.57,5000,Diesel,5,8634.05,Honda,Manual,Red,Partial,0,Yes,27
21.21,1000,Diesel,1,5394.47,Tesla,Automatic,Black,Full,2,Yes,27
14.86,2000,Diesel,1,11247.95,Volkswagen,Automatic,Gray,Full,1,Yes,5
18.37,1500,Diesel,1,6545.04,Ford,Manual,Red,Partial,0,Yes,20
9.88,1500,Diesel,1,7663.6,Tesla,Manual,Silver,Full,2,No,4
16.15,1000,Diesel,2,2169.21,Toyota,Manual,Gray,Partial,1,Yes,26
20.84,1000,Petrol,4,4068.95,Nissan,Automatic,Silver,Full,1,Yes,11
12.83,2000,Petrol,5,4315.08,Hyundai,Automatic,White,Partial,1,Yes,20
16.4,1800,Petrol,2,5588.21,Toyota,Automatic,Red,Full,2,No,21
5.97,4000,Petrol,1,6960.5,Toyota,Manual,White,Full,0,Yes,23
11.16,1500,Electric,5,4498.95,Kia,Automatic,Red,Partial,0,No,25
12.47,1800,Petrol,4,4200.52,Hyundai,Manual,Silver,Full,1,Yes,25
18.51,800,Diesel,5,2043.01,Hyundai,Manual,White,Full,0,Yes,23
19.67,1000,Petrol,3,5541.59,Honda,Manual,Black,Full,2,Yes,8
17.72,1200,Petrol,3,4126.87,Nissan,Manual,Gray,Full,0,Yes,16
16.09,1800,Petrol,2,7214.65,Volkswagen,Automatic,Gray,Full,0,No,5
16.1,1800,Petrol,4,4857.13,Hyundai,Manual,Silver,Partial,0,Yes,17
21.58,1500,Petrol,2,5966.79,Ford,Manual,Blue,No Record,1,Yes,20
19.06,5000,Diesel,5,9821.17,Chevrolet,Automatic,Silver,Partial,0,Yes,19
16.33,1200,Diesel,4,5739.75,Kia,Automatic,Silver,Full,1,Yes,5
24.47,4000,Diesel,2,8601.84,Kia,Manual,Blue,Full,0,No,18
27.75,800,Diesel,5,2610.32,Hyundai,Manual,Red,Full,0,Yes,23
11.77,2000,Electric,1,9599.5,BMW,Automatic,Blue,Full,2,Yes,13
20.61,2500,Diesel,5,9005.79,Kia,Manual,Red,Full,0,Yes,6
33.45,5000,Petrol,2,11062.77,Chevrolet,Manual,White,Full,0,No,30
19.4,1500,Petrol,4,5754.42,Tesla,Manual,White,Partial,0,No,16
18.58,5000,Petrol,4,10830.05,Honda,Manual,White,Full,0,Yes,23
17.72,1200,Petrol,1,7960.13,BMW,Manual,Blue,No Record,2,Yes,3
20.45,3000,Diesel,2,8093.83,Chevrolet,Automatic,Red,Partial,1,Yes,20
21.77,4000,Electric,1,13451.62,Ford,Automatic,Black,No Record,0,No,19
11.78,800,Diesel,3,3476.35,Hyundai,Automatic,Silver,No Record,0,Yes,19
17.87,5000,Diesel,5,7202.13,Nissan,Automatic,Blue,Partial,0,Yes,27
6.65,4000,Petrol,3,8698.36,Chevrolet,Automatic,White,Full,0,Yes,15
16.95,2500,Petrol,3,5484.28,Volkswagen,Automatic,Black,Full,2,Yes,27
13.49,800,Diesel,1,2740.85,Kia,Automatic,Red,Full,0,Yes,26
19.7,2500,Petrol,1,9539.43,Honda,Manual,Red,Full,0,No,7
9.72,1800,Diesel,5,1000.0,Volkswagen,Manual,Red,Partial,0,Yes,26
15.44,5000,Petrol,1,9018.93,Kia,Automatic,Blue,Partial,0,Yes,23
22.83,2500,Diesel,1,8874.61,Nissan,Manual,Silver,Full,0,Yes,21
14.62,4000,Diesel,1,10087.7,Honda,Automatic,Silver,Partial,0,Yes,14
8.48,3000,Diesel,1,11047.48,Toyota,Automatic,Black,Full,2,No,3
19.29,2000,Diesel,1,9277.24,BMW,Manual,Gray,No Record,1,Yes,5
15.07,1000,Petrol,3,3877.97,Honda,Automatic,White,Full,1,Yes,22
17.07,3000,Petrol,3,8826.73,Chevrolet,Manual,Gray,Full,0,Yes,9
14.35,1500,Petrol,5,3812.24,Chevrolet,Automatic,Gray,Full,0,Yes,12
27.87,3000,Petrol,4,11105.64,Ford,Manual,Gray,Partial,0,Yes,2
10.21,2500,Petrol,5,4405.18,Nissan,Automatic,White,Full,1,Yes,17
32.17,1500,Diesel,2,7127.98,Toyota,Manual,White,No Record,0,No,23
16.05,3000,Petrol,5,4941.03,Honda,Automatic,White,Full,0,Yes,22
18.92,1000,Electric,5,8814.84,Tesla,Manual,Black,Full,1,Yes,9
15.13,4000,Electric,1,12899.78,BMW,Automatic,Black,Full,2,Yes,20
14.92,2000,Diesel,1,9462.79,Ford,Manual,Red,Partial,0,Yes,8
14.08,2500,Electric,1,9313.34,Nissan,Automatic,Blue,Full,0,Yes,30
21.01,5000,Diesel,4,10564.59,Chevrolet,Manual,Silver,Full,2,No,17
10.95,800,Diesel,1,4800.32,Nissan,Automatic,Gray,Full,0,Yes,26
19.82,1200,Diesel,2,7211.81,BMW,Automatic,Black,No Record,0,Yes,10
7.08,5000,Diesel,3,8937.97,Honda,Manual,Gray,Full,1,No,5
19.37,1800,Petrol,2,6015.44,Ford,Manual,Silver,Full,1,Yes,17
22.25,2500,Petrol,4,5370.89,BMW,Manual,Red,Partial,0,Yes,27
11.63,800,Diesel,1,7202.92,Toyota,Automatic,Red,Partial,1,No,9
21.39,4000,Petrol,5,9583.23,Tesla,Automatic,Gray,No Record,1,Yes,8
18.26,1800,Electric,3,9950.85,Tesla,Automatic,Black,Partial,0,Yes,6
25.99,1200,Diesel,4,1518.59,Hyundai,Automatic,White,Full,0,Yes,30
13.72,2500,Petrol,2,9488.82,Kia,Manual,Blue,Full,1,Yes,9
32.08,5000,Petrol,1,16239.17,BMW,Automatic,Silver,Full,1,Yes,8
6.05,3000,Petrol,4,5435.85,Ford,Automatic,Silver,No Record,0,Yes,12
16.35,5000,Petrol,4,7743.18,Ford,Automatic,Red,Full,2,Yes,23
9.51,5000,Petrol,5,9931.08,BMW,Manual,Silver,Full,0,Yes,16
27.26,1200,Electric,5,10515.47,Kia,Manual,White,Full,0,Yes,10
16.69,2500,Petrol,5,5280.87,Honda,Manual,Black,No Record,0,Yes,16
17.14,2500,Diesel,2,6424.61,Kia,Manual,Blue,Full,0,Yes,22
20.22,1500,Petrol,5,6382.86,Tesla,Manual,Blue,Full,0,Yes,10
17.98,5000,Electric,4,11485.39,Volkswagen,Manual,White,Full,1,Yes,22
15.03,4000,Diesel,4,6897.79,BMW,Manual,Silver,Full,1,No,21
11.72,800,Diesel,4,3764.71,Hyundai,Automatic,White,Partial,1,Yes,11
18.84,800,Diesel,3,5214.95,Tesla,Automatic,Blue,Partial,0,No,6
19.89,1800,Diesel,3,10149.63,Nissan,Manual,White,Full,0,Yes,10
21.48,1200,Petrol,2,9022.51,Honda,Automatic,Blue,No Record,1,Yes,5
27.56,5000,Petrol,5,9853.56,Nissan,Automatic,Silver,Partial,0,Yes,22
7.13,4000,Petrol,4,5935.56,Honda,Manual,Gray,Partial,1,Yes,28
17.66,1800,Petrol,5,4216.27,Volkswagen,Manual,Blue,Partial,0,Yes,11
23.96,2500,Petrol,4,9276.84,Kia,Manual,White,Partial,0,No,6
17.38,800,Diesel,3,6926.63,Nissan,Manual,Red,Partial,0,Yes,5
6.31,1000,Petrol,4,1739.57,Volkswagen,Automatic,Blue,Full,0,Yes,20
11.54,1500,Petrol,2,3586.21,Nissan,Manual,Red,Full,0,Yes,25
19.64,4000,Electric,1,10746.4,Chevrolet,Automatic,Red,Full,0,No,29
19.46,1800,Electric,4,8970.15,Hyundai,Manual,Red,Partial,0,Yes,24
21.36,1800,Electric,2,11797.6,Volkswagen,Manual,White,No Record,0,Yes,13
14.09,4000,Diesel,3,11132.86,Volkswagen,Manual,White,Full,0,No,4
19.3,3000,Petrol,3,6250.14,Honda,Manual,Silver,Partial,1,Yes,29
13.27,1000,Diesel,1,5894.35,Tesla,Automatic,Blue,Full,1,No,4
19.3,2500,Petrol,5,5898.49,Tesla,Automatic,Gray,No Record,1,Yes,14
18.27,800,Petrol,5,2751.02,Honda,Manual,Black,Partial,0,Yes,20
13.9,5000,Petrol,4,11047.14,Nissan,Manual,Gray,Full,2,Yes,4
25.79,4000,Diesel,3,10458.86,Chevrolet,Automatic,Red,Full,1,Yes,19
9.47,1200,Petrol,2,4847.96,Toyota,Manual,Blue,Full,0,Yes,4
17.29,1000,Diesel,1,5135.82,Hyundai,Automatic,Red,Partial,1,No,12
13.79,1500,Petrol,5,4574.16,Hyundai,Manual,Gray,Partial,1,No,9
27.17,1500,Petrol,4,6037.44,Nissan,Automatic,Silver,No Record,0,Yes,7
20.99,1200,Petrol,4,7569.66,Hyundai,Manual,White,Partial,1,No,6
14.75,1000,Petrol,3,4459.78,Honda,Automatic,Gray,Full,2,No,24
16.6,1800,Electric,2,8498.18,Ford,Manual,Gray,Partial,0,Yes,11
27.31,1500,Electric,2,9216.63,Kia,Manual,Black,No Record,2,Yes,25
13.27,1800,Petrol,5,5038.7,Toyota,Manual,Gray,No Record,1,Yes,10
9.18,3000,Electric,4,10690.8,Kia,Automatic,White,Partial,1,Yes,7
19.46,1000,Diesel,3,3519.08,Kia,Manual,Silver,Full,0,No,30
19.57,4000,Petrol,2,8337.57,Chevrolet,Automatic,Silver,Partial,1,Yes,14
21.33,5000,Diesel,4,13978.88,Volkswagen,Manual,Red,Partial,0,Yes,2
21.36,800,Electric,2,8434.94,Volkswagen,Manual,White,Partial,1,Yes,20
26.85,3000,Petrol,1,12109.06,BMW,Automatic,White,Full,0,Yes,9
9.41,1800,Petrol,2,5375.33,Honda,Automatic,Black,Full,0,Yes,5
11.99,1000,Petrol,2,6604.62,Hyundai,Automatic,Blue,Partial,1,Yes,3
21.31,3000,Petrol,4,8794.24,Toyota,Manual,Silver,Partial,0,Yes,13
12.47,1800,Petrol,2,7282.17,Hyundai,Automatic,Red,Full,0,Yes,10
10.72,5000,Diesel,2,11689.98,Nissan,Manual,Gray,Full,1,Yes,14
27.33,5000,Diesel,1,12285.24,Ford,Manual,Black,Partial,0,Yes,24
9.9,1200,Petrol,2,3089.49,Chevrolet,Manual,Gray,Partial,1,No,14
16.24,2500,Petrol,2,9351.49,Chevrolet,Manual,White,Full,3,Yes,11
17.7,1500,Diesel,4,3743.67,Ford,Manual,Red,Full,0,Yes,22
24.55,5000,Petrol,3,12196.88,Hyundai,Manual,Silver,Full,0,Yes,14
8.66,2000,Diesel,1,8592.59,Volkswagen,Automatic,Silver,No Record,1,No,11
20.08,5000,Electric,2,15700.14,BMW,Automatic,Blue,Full,0,Yes,9
13.55,3000,Electric,3,11075.74,Honda,Manual,White,Full,2,Yes,9
21.14,800,Diesel,4,5273.08,Ford,Automatic,Silver,No Record,0,No,3
13.47,1000,Petrol,1,6134.21,Toyota,Manual,Red,Partial,1,No,2
25.86,3000,Petrol,4,6095.28,Hyundai,Manual,Red,Partial,0,Yes,23
13.5,2500,Diesel,3,6883.01,Volkswagen,Manual,Red,Partial,1,No,14
5.69,5000,Electric,1,14423.09,Honda,Manual,White,Full,0,No,24
14.06,4000,Petrol,2,7028.75,Ford,Manual,White,Full,2,Yes,30
16.69,1000,Petrol,3,4424.02,Ford,Automatic,Silver,Full,1,Yes,18
23.41,3000,Diesel,4,9951.89,Chevrolet,Manual,Blue,Full,0,Yes,8
11.71,2000,Petrol,1,6553.01,Nissan,Automatic,Blue,Full,1,Yes,12
11.81,800,Petrol,3,7040.07,Chevrolet,Automatic,Blue,No Record,0,Yes,4
22.8,1500,Electric,3,10097.61,Toyota,Manual,Black,Full,0,Yes,7
11.12,1000,Petrol,4,5410.97,Ford,Automatic,Gray,Full,0,Yes,12
17.11,2500,Petrol,4,9253.24,Toyota,Manual,White,Full,0,Yes,2
17.21,4000,Diesel,2,10200.91,Volkswagen,Manual,White,Full,0,Yes,14
19.09,2000,Diesel,2,6131.96,Chevrolet,Automatic,Silver,Full,2,Yes,18
14.25,1500,Petrol,3,8254.82,Hyundai,Manual,Gray,Full,0,Yes,2
13.37,1800,Petrol,4,5092.38,Chevrolet,Manual,Red,Partial,2,Yes,15
19.67,800,Diesel,3,3253.9,Ford,Manual,White,Partial,1,Yes,23
13.52,1500,Diesel,5,6312.94,Ford,Automatic,Blue,Full,0,No,12
11.2,5000,Petrol,4,7931.81,Toyota,Manual,Black,Partial,0,Yes,13
24.14,1200,Petrol,5,4359.86,Hyundai,Manual,Red,Full,0,Yes,30
20.44,4000,Diesel,5,10582.32,Chevrolet,Automatic,Red,Partial,0,No,17
26.84,2000,Diesel,4,6679.7,Ford,Manual,Black,Full,0,Yes,12
21.92,1500,Diesel,2,5973.91,Hyundai,Manual,Black,Partial,0,Yes,16
11.66,1200,Diesel,3,3783.6,Nissan,Manual,White,Full,0,Yes,13
18.48,1500,Diesel,1,5639.86,Toyota,Manual,Black,Full,1,Yes,29
12.92,3000,Petrol,1,8710.4,Chevrolet,Automatic,Silver,Full,0,No,9
9.74,1800,Diesel,4,6445.68,Tesla,Manual,Red,Full,0,Yes,3
15.76,800,Diesel,2,5777.81,Tesla,Manual,Red,Partial,0,Yes,14
22.91,1800,Diesel,2,6041.93,Toyota,Manual,Blue,No Record,1,Yes,13
19.37,3000,Petrol,2,5688.41,BMW,Manual,White,No Record,0,No,25
11.05,1500,Diesel,1,6759.66,Volkswagen,Automatic,Blue,Partial,1,Yes,12
15.59,1000,Diesel,5,1585.56,Honda,Automatic,White,No Record,0,No,27
17.29,1200,Petrol,1,3032.2,Toyota,Automatic,White,No Record,0,Yes,30
9.55,4000,Diesel,2,7846.87,Kia,Manual,Gray,Partial,0,Yes,23
21.57,2500,Diesel,1,10565.31,Toyota,Manual,Gray,Full,0,No,2
16.86,1200,Diesel,1,6362.36,Kia,Manual,White,No Record,0,Yes,8
11.05,1800,Petrol,3,4234.47,Toyota,Automatic,Silver,Full,0,Yes,24
10.76,1200,Petrol,4,1047.22,Kia,Manual,Black,Full,0,Yes,28
23.5,5000,Diesel,5,10539.39,Volkswagen,Automatic,Gray,Partial,0,Yes,21
16.1,1500,Diesel,3,4484.52,Hyundai,Manual,Black,No Record,0,No,21
23.95,3000,Diesel,4,10564.03,BMW,Manual,Gray,Partial,0,Yes,12
25.86,1200,Diesel,2,5199.52,Tesla,Automatic,Silver,Full,0,Yes,17
23.11,1200,Petrol,3,3282.49,BMW,Manual,Blue,Full,0,No,29
15.33,3000,Diesel,4,9973.38,BMW,Manual,White,Full,0,Yes,3
5.51,5000,Electric,3,9260.29,Volkswagen,Manual,Silver,Full,0,Yes,30
19.56,5000,Diesel,1,13330.76,Toyota,Manual,Blue,Full,1,Yes,8
28.46,2500,Electric,1,11637.31,Ford,Automatic,Black,Partial,1,Yes,8
17.82,2500,Diesel,3,8018.07,BMW,Automatic,Red,Partial,1,Yes,3
8.05,5000,Diesel,3,9232.11,Tesla,Automatic,White,Full,0,Yes,13
14.63,1000,Petrol,5,2134.23,Toyota,Manual,White,Full,0,Yes,24
17.08,2500,Petrol,2,10640.91,Ford,Automatic,White,Partial,0,No,2
12.51,5000,Petrol,1,9929.24,Honda,Manual,Gray,Partial,0,Yes,23
5.18,5000,Petrol,3,6947.85,Kia,Manual,Black,Partial,0,Yes,30
17.51,1200,Petrol,4,5347.66,Volkswagen,Manual,White,No Record,0,Yes,6
14.08,2500,Diesel,2,7245.93,Nissan,Manual,White,Full,0,Yes,8
26.86,1500,Electric,4,8441.95,Volkswagen,Automatic,Gray,Full,1,Yes,28
18.51,3000,Diesel,2,9996.66,Nissan,Manual,Gray,Partial,0,Yes,7
20.35,3000,Petrol,4,8567.99,Hyundai,Manual,Black,No Record,2,Yes,8
17.4,2000,Electric,1,13741.33,Ford,Automatic,Gray,Full,0,Yes,4
18.47,1200,Diesel,3,4591.47,Tesla,Manual,Gray,Partial,2,Yes,2
9.74,2000,Diesel,3,5390.62,Volkswagen,Manual,Gray,Full,0,Yes,23
12.8,2000,Diesel,5,4263.04,Volkswagen,Automatic,Silver,Full,1,Yes,9
23.44,1200,Electric,3,10495.89,Toyota,Automatic,Gray,No Record,1,Yes,6
19.05,1500,Diesel,1,7750.43,Nissan,Manual,Blue,Full,1,Yes,16
16.01,1000,Diesel,2,1885.17,Hyundai,Manual,Red,Partial,1,No,26
20.43,800,Diesel,2,4837.73,Nissan,Automatic,Blue,Partial,0,Yes,28
20.53,1000,Petrol,3,5675.93,Volkswagen,Manual,Black,Partial,0,Yes,12
27.95,2500,Diesel,4,4950.9,Ford,Automatic,Black,Full,0,Yes,30
18.82,5000,Petrol,3,13179.61,Chevrolet,Manual,Blue,No Record,0,Yes,3
12.69,1800,Petrol,2,6495.06,Volkswagen,Manual,Gray,Partial,1,No,16
17.42,4000,Diesel,5,9663.18,Honda,Automatic,Black,Full,0,No,23
21.04,1200,Petrol,2,3932.58,Honda,Manual,Red,Full,1,Yes,29
22.98,1000,Diesel,4,4053.63,Hyundai,Manual,White,Full,0,Yes,28
9.92,1500,Diesel,4,5661.1,Tesla,Manual,Silver,Full,1,Yes,7
19.27,1000,Diesel,5,4267.61,Nissan,Manual,Red,Full,0,Yes,17
13.51,2500,Petrol,4,7219.15,Hyundai,Manual,Gray,Full,0,Yes,7
15.17,5000,Diesel,3,9661.03,Tesla,Manual,Black,Partial,2,Yes,17
22.23,2000,Electric,3,9701.78,BMW,Manual,Silver,No Record,1,Yes,20
21.73,3000,Diesel,2,8011.55,Volkswagen,Automatic,Gray,Full,0,No,15
14.61,1800,Diesel,1,3049.87,BMW,Automatic,Blue,Partial,1,No,27
17.21,1000,Petrol,3,5672.49,Hyundai,Automatic,White,Full,2,Yes,11
15.32,1500,Electric,3,6013.45,Chevrolet,Manual,Blue,Full,1,No,26
32.46,800,Diesel,5,6104.82,Volkswagen,Manual,Silver,Full,1,Yes,9
19.39,1000,Petrol,3,4309.26,Hyundai,Manual,White,No Record,0,Yes,10
13.8,1500,Petrol,2,6459.71,Chevrolet,Manual,Blue,No Record,1,Yes,17
24.61,2000,Diesel,5,4709.85,BMW,Manual,Silver,Partial,0,Yes,8
24.79,1500,Petrol,3,7051.43,Honda,Automatic,White,Full,0,Yes,15
26.96,1500,Diesel,2,8211.48,Honda,Manual,Black,Full,1,Yes,13
28.44,5000,Petrol,5,10162.34,Hyundai,Manual,White,Full,2,Yes,24
21.54,5000,Diesel,1,12613.43,Honda,Manual,Gray,No Record,1,Yes,21
16.25,1000,Diesel,2,2822.5,Honda,Manual,Silver,Partial,1,Yes,24
16.99,4000,Diesel,3,9150.22,Honda,Manual,Red,Partial,0,Yes,30
